title,year,infobox
City Beneath the Sea,1953,"{'Directed by': ['Budd Boetticher', '', ''], 'Written by': ['Ramon Romero', 'Jack Harvey', '', ''], 'Based on': ['Port Royal: The Ghost', 'City Beneath the Sea by', 'Harry E. Rieseberg', '', ''], 'Produced by': ['Albert J. Cohen', '', ''], 'Starring': ['Robert Ryan', 'Mala Powers', 'Anthony Quinn', 'Suzan Ball', '', ''], 'Cinematography': ['Charles P. Boyle', '', ''], 'Edited by': ['Edward Curtiss', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['April\xa021,\xa01953', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.25 million (US)', '', '']}"
City That Never Sleeps,1953,"{'Directed by': ['John H. Auer', '', ''], 'Screenplay by': ['Steve Fisher', '', ''], 'Produced by': ['John H. Auer', '', ''], 'Starring': ['Gig Young', 'Mala Powers', 'William Talman', 'Edward Arnold', 'Chill Wills', 'Marie Windsor', 'Paula Raymond', '', ''], 'Cinematography': ['John L. Russell', '', ''], 'Edited by': ['Fred Allen', '', ''], 'Music by': ['R. Dale Butts', '', ''], 'Production company': ['Republic Pictures', ''], 'Distributed by': ['Republic Pictures', '', ''], 'Release date': ['June\xa012,\xa01953', ' (United States)', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
The Clown,1953,"{'Directed by': ['Robert Z. Leonard', '', ''], 'Written by': [' (story)', 'Leonard Praskins (adaptation)', 'Martin Rackin (screenplay)', 'Frances Marion', '', ''], 'Produced by': ['William H. Wright', '', ''], 'Starring': ['Red Skelton', 'Jane Greer', 'Tim Considine', '', ''], 'Cinematography': ['Paul Vogel', '', ''], 'Edited by': ['Gene Ruggiero', '', ''], 'Music by': ['David Rose', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['January\xa016,\xa01953', ' (U.S.)', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$887,000', '', ''], 'Box office': ['$2,099,000', '', '']}"
Confidentially Connie,1953,"{'Directed by': ['Edward Buzzell', '', ''], 'Screenplay by': ['Max Shulman', '', ''], 'Story by': ['Max Shulman', 'Herman Wouk', '', ''], 'Produced by': ['Stephen Ames', '', ''], 'Starring': ['Van Johnson', 'Janet Leigh', 'Louis Calhern', '', ''], 'Cinematography': ['Harold Lipstein', '', ''], 'Edited by': ['Frederick Y. Smith', '', ''], 'Music by': ['David Rose', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': [""Loew's Inc."", '', ''], 'Release date': ['March\xa013,\xa01953', '\n \n', ''], 'Running time': ['74 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$502,000', '', ''], 'Box office': ['$733,000', '', '']}"
The Conquest of Everest,1953,"{'Directed by': ['George Lowe', '', ''], 'Written by': [' (commentary)', 'Louis MacNeice', '', ''], 'Produced by': ['Grahame Tharp', 'Leon Clore', 'John Taylor', '', ''], 'Narrated by': ['Meredith Edwards', '', ''], 'Cinematography': ['George Lowe', 'John Noel', 'Tom Stobart', '', ''], 'Edited by': ['Adrian de Potier', '', ''], 'Music by': ['Arthur Benjamin', '', ''], 'Production companies': ['Countryman Films', 'Group 3'], 'Distributed by': ['British Lion Film Corporation', '', ''], 'Release date': ['7\xa0December\xa01953', '', ''], 'Running time': ['78 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['£158,584 (UK)', '', '']}"
The Cruel Sea,1953,"{'Directed by': ['Charles Frend', '', ''], 'Written by': ['Eric Ambler', '', ''], 'Based on': ['by ', 'Nicholas Monsarrat', '', ''], 'Produced by': [', ', ' & ', ' (executive producer)', 'Leslie Norman', 'Norman Priggen', 'Michael Balcon', '', ''], 'Starring': ['Jack Hawkins', 'Donald Sinden', 'Denholm Elliott', 'Virginia McKenna', 'Stanley Baker', '\n \n', ''], 'Cinematography': ['Gordon Dines', '', ''], 'Edited by': ['Peter Tanner', '', ''], 'Music by': ['Alan Rawsthorne', '', ''], 'Production company': ['', 'Ealing Studios'], 'Distributed by': [' (UK)', ' (US)', 'GDF', 'Universal-International', '\n \n', ''], 'Release dates': ['24\xa0March\xa01953', ' (UK)', '19\xa0August\xa01953', ' (US)', '\n \n', ''], 'Running time': ['126 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Cry of the Hunted,1953,"{'Directed by': ['Joseph H. Lewis', '', ''], 'Screenplay by': ['Jack Leonard', '', ''], 'Story by': ['Jack Leonard', 'Marion Wolfe', '', ''], 'Produced by': ['William Grady Jr.', '', ''], 'Starring': ['Vittorio Gassman', 'Barry Sullivan', 'Polly Bergen', '', ''], 'Cinematography': ['Harold Lipstein', '', ''], 'Edited by': ['Conrad A. Nervig', '', ''], 'Music by': ['Rudolph G. Kopp', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': [""Loew's Inc"", '', ''], 'Release date': ['May\xa08,\xa01953', ' (United States)', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$544,000', '', ''], 'Box office': ['$625,000', '', '']}"
Dangerous Crossing,1953,"{'Directed by': ['Joseph M. Newman', '', ''], 'Screenplay by': ['Leo Townsend', '', ''], 'Based on': ['""', '""', '1943 radio play ', 'by ', 'Cabin B-13', 'John Dickson Carr', '', ''], 'Produced by': ['Robert Bassler', '', ''], 'Starring': ['Jeanne Crain', 'Michael Rennie', '', ''], 'Cinematography': ['Joseph LaShelle', '', ''], 'Edited by': ['William H. Reynolds', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['', '20th Century Fox'], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['August\xa07,\xa01953', '\n \n', ''], 'Running time': ['75 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$500,000', '', '']}"
Dangerous When Wet,1953,"{'Directed by': ['Charles Walters', '', ''], 'Written by': ['Dorothy Kingsley', '', ''], 'Produced by': ['George Wells', '', ''], 'Starring': ['Esther Williams', 'Fernando Lamas', 'Jack Carson', 'Charlotte Greenwood', 'Denise Darcel', 'William Demarest', 'Donna Corcoran', '', ''], 'Cinematography': ['Harold Rosson', '', ''], 'Edited by': ['John McSweeney Jr.', '', ''], 'Music by': ['Albert Sendrey', 'George Stoll', '', ''], 'Production companies': ['', '', ' (animated sequences)', 'Metro-Goldwyn-Mayer', 'M-G-M Cartoons'], 'Distributed by': [""Loew's Inc."", '', ''], 'Release date': ['July\xa03,\xa01953', '', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,465,000', '', ''], 'Box office': ['$3,255,000', '', '']}"
Decameron Nights,1953,"{'Directed by': ['Hugo Fregonese', '', ''], 'Written by': ['Geza Herczeg (treatment)', 'George Oppenheimer', '', ''], 'Based on': ['1353 novel', 'by ', 'Giovanni Boccaccio', '', ''], 'Produced by': ['M. J. Frankovich', '', ''], 'Starring': ['Joan Fontaine', 'Louis Jourdan', '', ''], 'Cinematography': ['Guy Green', '', ''], 'Edited by': ['Russell Lloyd', '', ''], 'Music by': ['Antony Hopkins', '', ''], 'Production companies': ['Amerit Film Corp. Film Locations, Ltd.', ''], 'Distributed by': [' (UK) ', ' ', ' (US)', 'Eros Films', 'RKO Radio Pictures', '', ''], 'Release dates': ['13\xa0January\xa01953', ' (UK)', '16\xa0November\xa01953', ' (U.S.)', '\n \n', ''], 'Running time': ['94 minutes', '', ''], 'Countries': ['United Kingdom', 'United States', '', ''], 'Language': ['English', '', '']}"
The Desert Rats,1953,"{'Directed by': ['Robert Wise', '', ''], 'Written by': ['Richard Murphy', '', ''], 'Produced by': ['Robert L. Jacks', '', ''], 'Starring': ['Richard Burton', 'James Mason', 'Robert Newton', '', ''], 'Narrated by': ['Michael Rennie', '', ''], 'Cinematography': ['Lucien Ballard', '', ''], 'Edited by': ['Barbara McLean', '', ''], 'Music by': ['Leigh Harline', '', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['20\xa0May\xa01953', ' (USA)', '\n \n', ''], 'Running time': ['88 min.', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,320,000', '', ''], 'Box office': ['$1.1 million (US rentals)', '', '']}"
Desperate Moment,1953,"{'Directed by': ['Compton Bennett', '', ''], 'Written by': ['George H. Brown', 'Patrick Kirwan', '', ''], 'Based on': [' by ', 'Martha Albrand', '', ''], 'Produced by': ['George H. Brown', '', ''], 'Starring': [' ', ' ', 'Dirk Bogarde', 'Mai Zetterling', 'Philip Friend', '', ''], 'Cinematography': ['C.M. Pennington-Richards', '', ''], 'Edited by': ['John D. Guthridge', '', ''], 'Music by': ['Ronald Binge', '', ''], 'Production company': ['George H. Brown Productions    (as Fanfare)', ''], 'Distributed by': ['   (Uk)', 'General Film Distributors', '', ''], 'Release date': ['17 March 1953\t(London)  (UK)', '', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Do Bigha Zamin,1953,"{'Directed by': ['Bimal Roy', '', ''], 'Written by': ['Paul Mahendra', '', ''], 'Screenplay by': ['Hrishikesh Mukherjee', '', ''], 'Story by': [' (adaptation) ', ' Rabindranath Tagore (Original)', 'Salil Chowdhury', '', ''], 'Based on': ['""', '""', 'by ', 'Dui Bigha Jomi', 'Rabindranath Tagore', '', ''], 'Produced by': ['Bimal Roy', '', ''], 'Starring': ['Balraj Sahni', 'Nirupa Roy', 'Meena Kumari', '', ''], 'Cinematography': ['Kamal Bose', '', ''], 'Edited by': ['Hrishikesh Mukherjee', '', ''], 'Music by': ['Salil Chowdhury', '', ''], 'Production company': ['Bimal Roy Productions', ''], 'Distributed by': ['Bimal Roy Productions', '', ''], 'Release date': ['16\xa0January\xa01953', '\n \n', ''], 'Running time': ['120 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Box office': [' (equivalent to ', '63\xa0crore or US$7.9\xa0million in 2020)', '', '']}"
Devadasu,1953,"{'Directed by': ['Vedantam Raghavayya', '', ''], 'Screenplay by': ['\n', 'Chakrapani', '', ''], 'Dialogue by': [' (Telugu)', 'Udayakumar (Tamil)', 'Samudrala Sr.', '', ''], 'Based on': ['by ', 'Sarat Chandra Chattopadhyay', '', ''], 'Produced by': ['D. L. Narayana', '', ''], 'Starring': ['Akkineni Nageswara Rao', 'Savitri', 'Lalitha', '', ''], 'Cinematography': ['B. S. Ranga', '', ''], 'Edited by': ['P. V. Narayana', '', ''], 'Music by': [' ', 'C. R. Subburaman', 'Viswanathan–MS.nnanamani', '', ''], 'Production company': ['Vinodha Pictures', ''], 'Distributed by': ['Vinodha Pictures', '', ''], 'Release date': ['26\xa0June\xa01953', '\n \n', ''], 'Running time': ['191 minutes', '', ''], 'Country': ['India', '', ''], 'Languages': ['Telugu', 'Tamil', '', ''], 'Released': ['1 February 1954', '', ''], 'Recorded': ['1953', '', ''], '': ['C. R. Subbaraman', '', ''], 'Length': ['', '']}"
Donovan's Brain,1953,"{'Directed by': ['Felix E. Feist', '', ''], 'Written by': [' (novel)', 'Hugh Brooke (adaptation)', ' (screenplay)', 'Curt Siodmak', 'Felix E. Feist', '', ''], 'Produced by': ['Allan Dowling', 'Tom Gries', '', ''], 'Starring': ['Lew Ayres', 'Gene Evans', 'Nancy Davis', 'Steve Brodie', 'Tom Powers', 'Lisa Howard', '', ''], 'Cinematography': ['Joseph F. Biroc', '', ''], 'Edited by': ['Herbert L. Strock', '', ''], 'Music by': ['Eddie Dunstedter', '', ''], 'Production company': ['Dowling Productions', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['September\xa030,\xa01953', '\n \n', ''], 'Running time': ['83 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Down Among the Sheltering Palms,1953,"{'Directed by': ['Edmund Goulding', '', ''], 'Written by': ['Claude Binyon', 'Albert E. Lewin', 'Burt Styler', '', ''], 'Produced by': ['Fred Kohlmar', '', ''], 'Starring': ['Mitzi Gaynor', 'William Lundigan', 'Jane Greer', 'Gloria DeHaven', '', ''], 'Cinematography': ['Leon Shamroy', '', ''], 'Edited by': ['Louis R. Loeffler', '', ''], 'Music by': [', ', 'Leigh Harline', 'Harold Arlen', '', ''], 'Production company': ['20th Century Fox', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release dates': ['March\xa01,\xa01953', ' (United States)', 'March\xa027,\xa01953', ' (Los Angeles)', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.4 million', '', ''], 'Box office': ['$1 million (US rentals)', '', '']}"
Dream Wife,1953,"{'Directed by': ['Sidney Sheldon', '', ''], 'Written by': ['Sidney Sheldon', 'Herbert Baker', 'Alfred Lewis Levitt', '', ''], 'Produced by': ['Dore Schary', '', ''], 'Starring': [' ', 'Cary Grant', 'Deborah Kerr', 'Walter Pidgeon', 'Betta St. John', 'Eduard Franz', '', ''], 'Cinematography': ['Milton R. Krasner', '', ''], 'Edited by': ['George White', '', ''], 'Music by': ['Conrad Salinger', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['June 19, 1953', '', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,565,000', '', ''], 'Box office': ['$1,885,000', '', '']}"
Él,1953,"{'Directed by': ['Luis Buñuel', '', ''], 'Screenplay by': ['Luis Buñuel', 'Luis Alcoriza', '', ''], 'Story by': [' by ', 'Mercedes Pinto', '', ''], 'Starring': ['Arturo de Córdova', 'Delia Garcés', 'Luis Beristáin', '', ''], 'Cinematography': ['Gabriel Figueroa', '', ''], 'Edited by': ['Carlos Savage', '', ''], 'Music by': ['Luis Hernández Bretón', '', ''], 'Release date': ['9\xa0July\xa01953', ' (Mexico)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['Mexico', '', ''], 'Language': ['Spanish', '', '']}"
The Earrings of Madame de…,1953,"{'Directed by': ['Max Ophüls', '', ''], 'Screenplay by': ['Max Ophüls', 'Marcel Achard', 'Annette Wademant', '', ''], 'Based on': ['by ', 'Louise de Vilmorin', '', ''], 'Produced by': ['Ralph Baum', '', ''], 'Starring': ['Charles Boyer', 'Danielle Darrieux', 'Vittorio De Sica', '', ''], 'Cinematography': ['Christian Matras', '', ''], 'Edited by': ['Borys Lewin', '', ''], 'Music by': ['Oscar Straus', 'Georges Van Parys', '', ''], 'Distributed by': [' ', 'Arlan ', ' ', ' ', 'Gaumont Film Company', 'Janus Films', '', ''], 'Release date': ['16 September 1953 ', '', ''], 'Running time': ['105 minutes', '', ''], 'Country': [' / ', 'France', 'Italy', '', ''], 'Language': ['French', '', '']}"
East of Sumatra,1953,"{'Directed by': ['Budd Boetticher', '', ''], 'Written by': ['Frank Gill Jr', 'Jack Natteford', '', ''], 'Based on': ['story by ', ' and ', ""Louis L'Amour"", 'Jack Natteford', '', ''], 'Produced by': ['Albert J. Cohen', '', ''], 'Starring': ['Jeff Chandler', 'Marilyn Maxwell', 'Anthony Quinn', 'Suzan Ball', '', ''], 'Cinematography': ['Clifford Stine', '', ''], 'Edited by': ['Virgil W. Vogel', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['September\xa023,\xa01953', ' (United States)', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Easy to Love,1953,"{'Directed by': ['Charles Walters', '', ''], 'Screenplay by': ['Laszlo Vadnay', 'William Roberts', '', ''], 'Story by': ['Laszlo Vadnay', '', ''], 'Produced by': ['Joe Pasternak', '', ''], 'Starring': ['Esther Williams', 'Van Johnson', 'Tony Martin', '', ''], 'Cinematography': ['Ray June', '', ''], 'Edited by': ['Gene Ruggiero', '', ''], 'Music by': ['Robert Van Eps', 'Lennie Hayton', 'George Stoll', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['December\xa025,\xa01953', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,831,000', '', ''], 'Box office': ['$3,789,000', '', '']}"
Easy Years,1953,"{'Directed by': ['Luigi Zampa', '', ''], 'Written by': ['Sergio Amidei', 'Vitaliano Brancati', 'Vincenzo Talarico', '', ''], 'Produced by': ['Dino De Laurentiis', 'Carlo Ponti', '', ''], 'Starring': ['Nino Taranto', '', ''], 'Cinematography': ['Aldo Tonti', '', ''], 'Edited by': ['Eraldo Da Roma', '', ''], 'Release date': ['12 November 1953', '', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}"
The Eddie Cantor Story,1953,"{'Directed by': ['Alfred E. Green', '', ''], 'Written by': [' ', ' ', ' ', ' Sidney Skolsky', 'Jerome Weidman', 'Ted Sherdeman', '', ''], 'Produced by': ['Sidney Skolsky', '', ''], 'Starring': ['Keefe Brasselle', 'Marilyn Erskine', 'Aline MacMahon', '', ''], 'Cinematography': ['Edwin B. DuPar', '', ''], 'Edited by': ['William H. Ziegler', '', ''], 'Music by': ['Ray Heindorf', '', ''], 'Production company': ['', 'Warner Bros.'], 'Distributed by': ['Warner Bros.', '', ''], 'Release dates': ['25 December 1953 (NYC)', '20 January 1954 (US)', '', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.3 million (US)', '', '']}"
Where Chimneys Are Seen,1953,"{'Directed by': ['Heinosuke Gosho', '', ''], 'Written by': [' (novel)', 'Hideo Oguni', 'Rinzō Shiina', '', ''], 'Produced by': ['Yoshishige Uchiyama', '', ''], 'Starring': ['Ken Uehara', 'Kinuyo Tanaka', 'Hideko Takamine', '', ''], 'Cinematography': ['Mitsuo Miura', '', ''], 'Edited by': ['Nobu Nagata', '', ''], 'Music by': ['Yasushi Akutagawa', '', ''], 'Distributed by': ['Shintoho', '', ''], 'Release date': ['5\xa0March\xa01953', '\n \n', ''], 'Running time': ['108 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}"
Escape by Night,1953,"{'Directed by': ['John Gilling', '', ''], 'Written by': ['John Gilling', '', ''], 'Produced by': ['Robert S. Baker', 'Monty Berman', '', ''], 'Starring': ['Bonar Colleano', 'Sid James', 'Andrew Ray', 'Ted Ray', 'Simone Silva', '', ''], 'Cinematography': ['Monty Berman', '', ''], 'Edited by': ['Gerald Landau', '', ''], 'Music by': ['Stanley Black', '', ''], 'Production company': ['', 'Southall Studios'], 'Distributed by': ['Eros Films', '', ''], 'Release date': ['December 1953', '', ''], 'Running time': ['79 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Escape from Fort Bravo,1953,"{'Directed by': ['John Sturges', '', ''], 'Written by': ['Michael Pate', 'Phillip Rock', 'Frank Fenton', '', ''], 'Produced by': ['Nicholas Nayfack', '', ''], 'Starring': ['William Holden', 'Eleanor Parker', 'John Forsythe', '', ''], 'Cinematography': ['Robert L. Surtees', '', ''], 'Edited by': ['George Boemler', '', ''], 'Music by': ['Jeff Alexander', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['December\xa04,\xa01953', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,520,000', '', ''], 'Box office': ['$3,158,000', '', '']}"
